Vlen,VdegX,VdegY,VdegZ,IsHole,IsFlange,IsRidge,IsMortise,IsTenon,IsPlane,IsFillet,IsStrut,IsCone,IsBlade,IsDowel,IsBar
6,38,90,308,0,0,1,0,0,0,0,0,0,0,0,0
7,25,90,295,0,0,1,0,0,0,0,0,0,0,0,0
8,26,90,296,0,0,1,0,0,0,0,0,0,0,0,0
10,18,90,288,0,0,1,0,0,0,0,0,0,0,0,0
11,19,90,289,0,0,1,0,0,0,0,0,0,0,0,0
13,14,90,284,0,0,1,0,0,0,0,0,0,0,0,0
14,15,90,285,0,0,1,0,0,0,0,0,0,0,0,0
16,11,90,281,0,0,1,0,0,0,0,0,0,0,0,0
17,12,90,282,0,0,1,0,0,0,0,0,0,0,0,0
19,9,90,279,0,0,1,0,0,0,0,0,0,0,0,0
20,11,90,281,0,0,1,0,0,0,0,0,0,0,0,0
22,8,90,278,0,0,1,0,0,0,0,0,0,0,0,0
23,9,90,279,0,0,1,0,0,0,0,0,0,0,0,0
25,7,90,277,0,0,1,0,0,0,0,0,0,0,0,0
26,8,90,278,0,0,1,0,0,0,0,0,0,0,0,0
27,6,90,276,0,0,1,0,0,0,0,0,0,0,0,0
29,7,90,277,0,0,1,0,0,0,0,0,0,0,0,0
30,6,90,276,0,0,1,0,0,0,0,0,0,0,0,0
32,7,90,277,0,0,1,0,0,0,0,0,0,0,0,0
33,5,90,275,0,0,1,0,0,0,0,0,0,0,0,0
35,6,90,276,0,0,1,0,0,0,0,0,0,0,0,0
36,5,90,275,0,0,1,0,0,0,0,0,0,0,0,0
38,6,90,276,0,0,1,0,0,0,0,0,0,0,0,0
39,4,90,274,0,0,1,0,0,0,0,0,0,0,0,0
41,5,90,275,0,0,1,0,0,0,0,0,0,0,0,0
42,4,90,274,0,0,1,0,0,0,0,0,0,0,0,0
44,5,90,275,0,0,1,0,0,0,0,0,0,0,0,0
45,4,90,274,0,0,1,0,0,0,0,0,0,0,0,0
47,4,90,274,0,0,1,0,0,0,0,0,0,0,0,0
48,4,90,274,0,0,1,0,0,0,0,0,0,0,0,0
50,4,90,274,0,0,1,0,0,0,0,0,0,0,0,0
51,3,90,273,0,0,1,0,0,0,0,0,0,0,0,0
53,4,90,274,0,0,1,0,0,0,0,0,0,0,0,0
54,3,90,273,0,0,1,0,0,0,0,0,0,0,0,0
56,4,90,274,0,0,1,0,0,0,0,0,0,0,0,0
57,3,90,273,0,0,1,0,0,0,0,0,0,0,0,0
59,4,90,274,0,0,1,0,0,0,0,0,0,0,0,0
60,3,90,273,0,0,1,0,0,0,0,0,0,0,0,0
62,3,90,273,0,0,1,0,0,0,0,0,0,0,0,0
63,3,90,273,0,0,1,0,0,0,0,0,0,0,0,0
65,3,90,273,0,0,1,0,0,0,0,0,0,0,0,0
66,3,90,273,0,0,1,0,0,0,0,0,0,0,0,0
68,3,90,273,0,0,1,0,0,0,0,0,0,0,0,0
69,2,90,272,0,0,1,0,0,0,0,0,0,0,0,0
71,3,90,273,0,0,1,0,0,0,0,0,0,0,0,0
72,2,90,272,0,0,1,0,0,0,0,0,0,0,0,0
74,3,90,273,0,0,1,0,0,0,0,0,0,0,0,0
75,2,90,272,0,0,1,0,0,0,0,0,0,0,0,0
77,3,90,273,0,0,1,0,0,0,0,0,0,0,0,0
78,2,90,272,0,0,1,0,0,0,0,0,0,0,0,0
80,3,90,273,0,0,1,0,0,0,0,0,0,0,0,0
81,2,90,272,0,0,1,0,0,0,0,0,0,0,0,0
83,3,90,273,0,0,1,0,0,0,0,0,0,0,0,0
84,2,90,272,0,0,1,0,0,0,0,0,0,0,0,0
86,2,90,272,0,0,1,0,0,0,0,0,0,0,0,0
87,2,90,272,0,0,1,0,0,0,0,0,0,0,0,0
89,2,90,272,0,0,1,0,0,0,0,0,0,0,0,0
90,2,90,272,0,0,1,0,0,0,0,0,0,0,0,0
92,2,90,272,0,0,1,0,0,0,0,0,0,0,0,0
93,2,90,272,0,0,1,0,0,0,0,0,0,0,0,0
95,2,90,272,0,0,1,0,0,0,0,0,0,0,0,0
96,2,90,272,0,0,1,0,0,0,0,0,0,0,0,0
98,2,90,272,0,0,1,0,0,0,0,0,0,0,0,0
99,2,90,272,0,0,1,0,0,0,0,0,0,0,0,0
101,2,90,272,0,0,1,0,0,0,0,0,0,0,0,0
102,2,90,272,0,0,1,0,0,0,0,0,0,0,0,0
104,2,90,272,0,0,1,0,0,0,0,0,0,0,0,0
105,2,90,272,0,0,1,0,0,0,0,0,0,0,0,0
107,2,90,272,0,0,1,0,0,0,0,0,0,0,0,0
54,4,92,273,0,0,1,0,0,0,0,0,0,0,0,0
55,6,94,266,0,0,1,0,0,0,0,0,0,0,0,0
5,94,120,210,0,0,1,0,0,0,0,0,0,0,0,0
54,4,91,266,0,0,1,0,0,0,0,0,0,0,0,0
55,9,94,278,0,0,1,0,0,0,0,0,0,0,0,0
9,92,110,339,0,0,1,0,0,0,0,0,0,0,0,0
55,8,91,278,0,0,1,0,0,0,0,0,0,0,0,0
0,147,123,270,0,0,1,0,0,0,0,0,0,0,0,0
