Vlen,VdegX,VdegY,VdegZ,IsHole,IsFlange,IsRidge,IsMortise,IsTenon,IsPlane,IsFillet,IsStrut,IsCone,IsBlade,IsDowel,IsBar
25,70,39,302,0,0,0,1,0,0,0,0,0,0,0,0
26,70,37,301,0,0,0,1,0,0,0,0,0,0,0,0
28,72,35,299,0,0,0,1,0,0,0,0,0,0,0,0
28,72,34,298,0,0,0,1,0,0,0,0,0,0,0,0
30,73,32,296,0,0,0,1,0,0,0,0,0,0,0,0
19,77,46,314,0,0,0,1,0,0,0,0,0,0,0,0
12,91,179,270,0,0,0,1,0,0,0,0,0,0,0,0
11,92,178,270,0,0,0,1,0,0,0,0,0,0,0,0
9,92,178,270,0,0,0,1,0,0,0,0,0,0,0,0
8,92,178,270,0,0,0,1,0,0,0,0,0,0,0,0
6,93,177,270,0,0,0,1,0,0,0,0,0,0,0,0
5,94,176,270,0,0,0,1,0,0,0,0,0,0,0,0
3,95,175,270,0,0,0,1,0,0,0,0,0,0,0,0
2,101,169,270,0,0,0,1,0,0,0,0,0,0,0,0
0,133,137,270,0,0,0,1,0,0,0,0,0,0,0,0
1,103,13,270,0,0,0,1,0,0,0,0,0,0,0,0
3,97,7,270,0,0,0,1,0,0,0,0,0,0,0,0
4,94,4,270,0,0,0,1,0,0,0,0,0,0,0,0
6,93,3,270,0,0,0,1,0,0,0,0,0,0,0,0
7,92,2,270,0,0,0,1,0,0,0,0,0,0,0,0
9,92,2,270,0,0,0,1,0,0,0,0,0,0,0,0
10,92,2,270,0,0,0,1,0,0,0,0,0,0,0,0
12,92,2,270,0,0,0,1,0,0,0,0,0,0,0,0
13,91,1,270,0,0,0,1,0,0,0,0,0,0,0,0
15,91,1,270,0,0,0,1,0,0,0,0,0,0,0,0
16,91,1,270,0,0,0,1,0,0,0,0,0,0,0,0
18,91,1,270,0,0,0,1,0,0,0,0,0,0,0,0
19,91,1,270,0,0,0,1,0,0,0,0,0,0,0,0
21,91,1,270,0,0,0,1,0,0,0,0,0,0,0,0
22,91,1,270,0,0,0,1,0,0,0,0,0,0,0,0
24,91,1,270,0,0,0,1,0,0,0,0,0,0,0,0
25,91,1,270,0,0,0,1,0,0,0,0,0,0,0,0
14,110,90,340,0,0,0,1,0,0,0,0,0,0,0,0
29,99,115,333,0,0,0,1,0,0,0,0,0,0,0,0
29,99,113,335,0,0,0,1,0,0,0,0,0,0,0,0
29,100,111,337,0,0,0,1,0,0,0,0,0,0,0,0
28,100,109,338,0,0,0,1,0,0,0,0,0,0,0,0
28,100,107,340,0,0,0,1,0,0,0,0,0,0,0,0
28,100,105,342,0,0,0,1,0,0,0,0,0,0,0,0
27,100,103,343,0,0,0,1,0,0,0,0,0,0,0,0
27,100,101,345,0,0,0,1,0,0,0,0,0,0,0,0
27,100,99,346,0,0,0,1,0,0,0,0,0,0,0,0
27,100,97,348,0,0,0,1,0,0,0,0,0,0,0,0
27,100,95,349,0,0,0,1,0,0,0,0,0,0,0,0
27,100,93,349,0,0,0,1,0,0,0,0,0,0,0,0
27,100,91,350,0,0,0,1,0,0,0,0,0,0,0,0
27,100,89,350,0,0,0,1,0,0,0,0,0,0,0,0
27,100,86,349,0,0,0,1,0,0,0,0,0,0,0,0
27,100,84,348,0,0,0,1,0,0,0,0,0,0,0,0
27,100,82,347,0,0,0,1,0,0,0,0,0,0,0,0
27,100,80,346,0,0,0,1,0,0,0,0,0,0,0,0
27,100,78,344,0,0,0,1,0,0,0,0,0,0,0,0
28,100,76,343,0,0,0,1,0,0,0,0,0,0,0,0
28,100,74,341,0,0,0,1,0,0,0,0,0,0,0,0
28,100,72,339,0,0,0,1,0,0,0,0,0,0,0,0
28,100,70,338,0,0,0,1,0,0,0,0,0,0,0,0
29,99,68,336,0,0,0,1,0,0,0,0,0,0,0,0
29,99,66,334,0,0,0,1,0,0,0,0,0,0,0,0
30,99,65,333,0,0,0,1,0,0,0,0,0,0,0,0
30,99,63,331,0,0,0,1,0,0,0,0,0,0,0,0
31,99,61,330,0,0,0,1,0,0,0,0,0,0,0,0
31,99,60,328,0,0,0,1,0,0,0,0,0,0,0,0
32,99,58,327,0,0,0,1,0,0,0,0,0,0,0,0
32,99,57,325,0,0,0,1,0,0,0,0,0,0,0,0
33,98,55,324,0,0,0,1,0,0,0,0,0,0,0,0
33,98,54,322,0,0,0,1,0,0,0,0,0,0,0,0
34,98,52,321,0,0,0,1,0,0,0,0,0,0,0,0
34,98,51,320,0,0,0,1,0,0,0,0,0,0,0,0
35,98,50,319,0,0,0,1,0,0,0,0,0,0,0,0
36,98,49,317,0,0,0,1,0,0,0,0,0,0,0,0
36,98,47,316,0,0,0,1,0,0,0,0,0,0,0,0
37,97,46,315,0,0,0,1,0,0,0,0,0,0,0,0
117,138,101,309,0,0,0,1,0,0,0,0,0,0,0,0
171,143,106,302,0,0,0,1,0,0,0,0,0,0,0,0
172,144,106,301,0,0,0,1,0,0,0,0,0,0,0,0
170,143,106,302,0,0,0,1,0,0,0,0,0,0,0,0
170,143,106,303,0,0,0,1,0,0,0,0,0,0,0,0
193,136,104,311,0,0,0,1,0,0,0,0,0,0,0,0
193,136,104,311,0,0,0,1,0,0,0,0,0,0,0,0
194,136,104,311,0,0,0,1,0,0,0,0,0,0,0,0
115,141,96,309,0,0,0,1,0,0,0,0,0,0,0,0
1,127,143,270,0,0,0,1,0,0,0,0,0,0,0,0
